Player,Pos,Squad,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err
Youssef Ait Bennasser,0.2,Bordeaux,23,6.0,0.0,2.0,0.0,0.0,0.34,0.0,0.0,0,31.6,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,357.0,413.0,86.4,6250.0,1555.0,172.0,188.0,91.5,149.0,163.0,91.4,35.0,52.0,67.3,1.0,0.1,0.9,4.0,28.0,3.0,0.0,38.0,8.0,1.34,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,7.0,4.0,0.0,2.0,25.0,8.0,23.0,164.0,48.0,29.3,41.0,108.0,15.0,12.0,2.0,0.0,10.0,5.0,16.0,7.0,0.0
Rayan Ait Nouri,0.1,Angers,18,14.2,0.0,4.0,0.0,0.0,0.28,0.0,0.0,0,17.8,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,625.0,801.0,78.0,10424.0,4748.0,340.0,371.0,91.6,231.0,283.0,81.6,50.0,119.0,42.0,2.0,0.8,1.2,12.0,35.0,18.0,12.0,49.0,21.0,1.47,16.0,3.0,0.0,0.0,1.0,1.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,32.0,18.0,13.0,11.0,8.0,6.0,24.0,25.0,18.0,224.0,83.0,37.1,104.0,83.0,37.0,32.0,1.0,0.0,31.0,13.0,45.0,51.0,0.0
Albian Ajeti,0.25,West Ham,22,1.5,0.0,3.0,0.0,0.0,1.94,0.0,0.0,0,14.2,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,15.0,18.0,83.3,152.0,8.0,12.0,12.0,100.0,2.0,5.0,40.0,0.0,0.0,0,0.0,0.1,-0.1,2.0,0.0,0.0,0.0,0.0,2.0,1.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,21.0,1.0,4.8,3.0,6.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Ludovic Ajorque,0.3,Strasbourg,25,22.9,8.0,44.0,18.0,40.9,1.92,0.79,0.16,0.39,13.0,0.0,1.0,1.0,6.2,5.4,0.12,1.8,1.6,371.0,509.0,72.9,5863.0,927.0,199.0,252.0,79.0,127.0,177.0,71.8,33.0,52.0,63.5,4.0,3.0,1.0,14.0,15.0,12.0,4.0,27.0,36.0,1.57,27.0,0.0,3.0,3.0,2.0,1.0,10.0,0.44,6.0,0.0,1.0,1.0,2.0,0.0,18.0,14.0,3.0,13.0,2.0,3.0,19.0,15.8,16.0,280.0,75.0,26.8,20.0,145.0,115.0,11.0,2.0,0.0,9.0,3.0,21.0,23.0,0.0
Manuel Akanji,0.1,Dortmund,24,25.7,0.0,10.0,2.0,20.0,0.39,0.08,0.0,0.0,19.4,0.0,0.0,0.0,0.8,0.8,0.08,-0.8,-0.8,1767.0,1929.0,91.6,36921.0,12001.0,532.0,563.0,94.5,978.0,1017.0,96.2,249.0,324.0,76.9,1.0,0.8,0.2,3.0,104.0,2.0,0.0,84.0,10.0,0.39,9.0,1.0,0.0,0.0,0.0,0.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0,44.0,23.0,29.0,13.0,2.0,17.0,30.0,56.7,13.0,223.0,86.0,38.6,129.0,83.0,11.0,35.0,11.0,0.0,24.0,18.0,62.0,85.0,3.0
Marley Ake,0.25,Marseille,18,1.1,0.0,3.0,0.0,0.0,2.73,0.0,0.0,0,21.5,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,-0.2,25.0,29.0,86.2,414.0,68.0,14.0,14.0,100.0,7.0,11.0,63.6,3.0,3.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,3.64,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.91,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,1.0,2.0,50.0,1.0,15.0,4.0,26.7,3.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0
Nathan Ake,0.1,Bournemouth,24,27.8,2.0,24.0,7.0,29.2,0.86,0.25,0.08,0.29,9.7,0.0,0.0,0.0,2.4,2.4,0.1,-0.4,-0.4,1042.0,1183.0,88.1,21692.0,7035.0,304.0,331.0,91.8,562.0,607.0,92.6,167.0,225.0,74.2,2.0,0.6,1.4,4.0,66.0,10.0,0.0,57.0,13.0,0.47,7.0,0.0,1.0,4.0,1.0,0.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0,25.0,11.0,20.0,5.0,0.0,7.0,24.0,29.2,17.0,222.0,66.0,29.7,146.0,66.0,10.0,59.0,30.0,0.0,29.0,27.0,52.0,176.0,1.0
Chadrac Akolo,0.25,Amiens,24,6.0,2.0,9.0,4.0,44.4,1.49,0.66,0.22,0.5,19.1,0.0,0.0,0.0,1.1,1.1,0.13,0.9,0.9,172.0,206.0,83.5,2703.0,811.0,88.0,98.0,89.8,70.0,83.0,84.3,8.0,14.0,57.1,1.0,1.2,-0.2,5.0,15.0,2.0,0.0,26.0,17.0,2.81,9.0,0.0,2.0,2.0,1.0,3.0,4.0,0.66,1.0,0.0,1.0,1.0,0.0,1.0,17.0,13.0,7.0,7.0,3.0,3.0,17.0,17.6,14.0,140.0,43.0,30.7,40.0,71.0,29.0,8.0,1.0,0.0,7.0,5.0,22.0,4.0,0.0
Kevin Akpoguma,0.1,Hoffenheim,24,12.7,0.0,2.0,0.0,0.0,0.16,0.0,0.0,0,18.7,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,659.0,754.0,87.4,12650.0,3663.0,229.0,244.0,93.9,370.0,400.0,92.5,56.0,101.0,55.4,0.0,0.0,0.0,1.0,25.0,1.0,0.0,26.0,4.0,0.32,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,11.0,19.0,8.0,0.0,15.0,32.0,46.9,17.0,169.0,56.0,33.1,106.0,54.0,9.0,31.0,10.0,0.0,21.0,11.0,38.0,67.0,1.0
David Alaba,0.1,Bayern Munich,27,27.8,1.0,18.0,7.0,38.9,0.65,0.25,0.06,0.14,25.6,6.0,0.0,0.0,0.7,0.7,0.04,0.3,0.3,2250.0,2478.0,90.8,47127.0,15534.0,714.0,759.0,94.1,1146.0,1219.0,94.0,370.0,463.0,79.9,1.0,2.1,-1.1,18.0,294.0,24.0,7.0,222.0,38.0,1.37,33.0,2.0,1.0,2.0,0.0,0.0,2.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0,27.0,17.0,10.0,17.0,0.0,10.0,24.0,41.7,14.0,208.0,80.0,38.5,79.0,109.0,20.0,40.0,11.0,0.0,29.0,11.0,38.0,65.0,0.0
Sofiane Alakouch,0.1,Nimes,21,15.6,0.0,10.0,4.0,40.0,0.64,0.26,0.0,0.0,19.7,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6,664.0,810.0,82.0,11884.0,4859.0,301.0,330.0,91.2,290.0,336.0,86.3,68.0,116.0,58.6,0.0,1.1,-1.1,13.0,48.0,13.0,6.0,64.0,25.0,1.61,22.0,1.0,1.0,0.0,1.0,0.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0,49.0,30.0,28.0,12.0,9.0,25.0,49.0,51.0,24.0,250.0,78.0,31.2,124.0,81.0,45.0,23.0,2.0,0.0,21.0,18.0,67.0,35.0,2.0
Lucas Alario,0.3,Leverkusen,26,13.0,7.0,47.0,18.0,38.3,3.6,1.38,0.13,0.33,11.7,0.0,1.0,1.0,7.1,6.3,0.13,-0.1,-0.3,227.0,308.0,73.7,3353.0,375.0,132.0,177.0,74.6,60.0,75.0,80.0,18.0,24.0,75.0,1.0,2.1,-1.1,15.0,6.0,9.0,0.0,13.0,29.0,2.22,21.0,0.0,2.0,6.0,0.0,0.0,2.0,0.15,1.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,1.0,3.0,3.0,3.0,10.0,30.0,7.0,185.0,51.0,27.6,5.0,72.0,108.0,9.0,2.0,0.0,7.0,2.0,9.0,5.0,0.0
Jordi Alba,0.1,Barcelona,30,24.3,2.0,7.0,3.0,42.9,0.29,0.12,0.29,0.67,16.0,0.0,0.0,0.0,1.1,1.1,0.15,0.9,0.9,1864.0,2141.0,87.1,30216.0,9516.0,976.0,1055.0,92.5,713.0,797.0,89.5,140.0,203.0,69.0,5.0,3.3,1.7,28.0,125.0,38.0,18.0,141.0,45.0,1.85,44.0,1.0,0.0,0.0,0.0,0.0,5.0,0.21,5.0,0.0,0.0,0.0,0.0,0.0,25.0,14.0,10.0,9.0,6.0,8.0,30.0,26.7,22.0,231.0,68.0,29.4,89.0,95.0,47.0,40.0,5.0,0.0,35.0,25.0,50.0,42.0,1.0
Luis Alberto,0.2,Lazio,26,34.6,6.0,99.0,27.0,27.3,2.86,0.78,0.05,0.19,20.6,11.0,1.0,1.0,7.2,6.4,0.06,-1.2,-1.4,1792.0,2264.0,79.2,33398.0,11824.0,767.0,874.0,87.8,748.0,871.0,85.9,237.0,431.0,55.0,15.0,10.7,4.3,108.0,255.0,97.0,5.0,321.0,205.0,5.93,135.0,37.0,16.0,12.0,2.0,3.0,28.0,0.81,22.0,2.0,0.0,2.0,1.0,1.0,52.0,34.0,24.0,22.0,6.0,22.0,91.0,24.2,69.0,677.0,202.0,29.8,188.0,323.0,166.0,43.0,1.0,0.0,42.0,16.0,68.0,16.0,0.0
Raul Albiol,0.1,Villarreal,33,36.0,1.0,14.0,4.0,28.6,0.39,0.11,0.07,0.25,10.5,0.0,0.0,0.0,1.4,1.4,0.1,-0.4,-0.4,1619.0,1882.0,86.0,41784.0,12199.0,283.0,313.0,90.4,815.0,882.0,92.4,515.0,671.0,76.8,0.0,0.4,-0.4,5.0,95.0,5.0,1.0,78.0,16.0,0.44,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,50.0,33.0,31.0,18.0,1.0,18.0,33.0,54.5,15.0,278.0,85.0,30.6,172.0,102.0,4.0,40.0,21.0,0.0,19.0,17.0,67.0,254.0,4.0
Marc Albrighton,0.15,Leicester City,29,9.6,0.0,10.0,2.0,20.0,1.04,0.21,0.0,0.0,20.7,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6,344.0,507.0,67.9,6189.0,2444.0,176.0,207.0,85.0,116.0,154.0,75.3,46.0,115.0,40.0,3.0,2.0,1.0,18.0,31.0,20.0,9.0,50.0,26.0,2.7,22.0,2.0,1.0,1.0,0.0,0.0,5.0,0.52,5.0,0.0,0.0,0.0,0.0,0.0,23.0,11.0,11.0,11.0,1.0,7.0,29.0,24.1,22.0,191.0,65.0,34.0,46.0,94.0,51.0,18.0,1.0,0.0,17.0,9.0,32.0,7.0,0.0
Paco Alcacer,0.3,Dortmund,25,5.9,5.0,15.0,7.0,46.7,2.55,1.19,0.33,0.71,12.1,0.0,0.0,0.0,3.8,3.8,0.25,1.2,1.2,84.0,112.0,75.0,1135.0,185.0,55.0,63.0,87.3,20.0,30.0,66.7,5.0,11.0,45.5,1.0,1.0,0.0,5.0,2.0,1.0,0.0,6.0,14.0,2.38,10.0,1.0,2.0,0.0,1.0,0.0,3.0,0.51,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,8.0,12.5,7.0,88.0,22.0,25.0,4.0,39.0,45.0,3.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0
Paco Alcacer,0.3,Villarreal,25,10.3,4.0,25.0,8.0,32.0,2.44,0.78,0.16,0.5,16.3,1.0,0.0,0.0,3.2,3.2,0.13,0.8,0.8,181.0,230.0,78.7,2575.0,372.0,112.0,133.0,84.2,54.0,66.0,81.8,9.0,17.0,52.9,1.0,1.6,-0.6,9.0,6.0,6.0,0.0,9.0,16.0,1.56,14.0,0.0,0.0,1.0,1.0,0.0,3.0,0.29,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,1.0,12.0,8.3,11.0,146.0,43.0,29.5,18.0,67.0,61.0,10.0,2.0,0.0,8.0,2.0,6.0,9.0,0.0
Thiago Alcantara,0.2,Bayern Munich,28,19.7,3.0,19.0,8.0,42.1,0.97,0.41,0.16,0.38,16.8,0.0,0.0,0.0,2.5,2.5,0.14,0.5,0.5,1649.0,1840.0,89.6,34565.0,8766.0,550.0,607.0,90.6,767.0,818.0,93.8,302.0,364.0,83.0,0.0,1.0,-1.0,22.0,185.0,18.0,1.0,197.0,57.0,2.9,44.0,5.0,3.0,3.0,1.0,1.0,8.0,0.41,6.0,0.0,2.0,0.0,0.0,0.0,54.0,38.0,19.0,29.0,6.0,14.0,40.0,35.0,26.0,292.0,101.0,34.6,68.0,167.0,57.0,21.0,4.0,0.0,17.0,23.0,77.0,19.0,1.0
Ruben Alcaraz,0.2,Valladolid,28,21.4,2.0,33.0,8.0,24.2,1.54,0.37,0.06,0.25,25.7,9.0,0.0,0.0,1.6,1.6,0.05,0.4,0.4,831.0,1059.0,78.5,19154.0,4979.0,254.0,295.0,86.1,380.0,425.0,89.4,186.0,300.0,62.0,2.0,0.8,1.2,14.0,95.0,4.0,1.0,72.0,44.0,2.06,24.0,6.0,5.0,4.0,5.0,0.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0,59.0,36.0,34.0,20.0,5.0,23.0,61.0,37.7,38.0,444.0,130.0,29.3,184.0,232.0,28.0,57.0,20.0,0.0,37.0,16.0,75.0,68.0,0.0
Toby Alderweireld,0.1,Tottenham,30,32.9,2.0,16.0,5.0,31.3,0.49,0.15,0.13,0.4,11.2,0.0,0.0,0.0,1.1,1.1,0.07,0.9,0.9,1567.0,1895.0,82.7,37304.0,9766.0,334.0,358.0,93.3,869.0,938.0,92.6,354.0,573.0,61.8,2.0,1.1,0.9,11.0,130.0,16.0,1.0,87.0,20.0,0.61,18.0,0.0,0.0,1.0,0.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,44.0,24.0,24.0,17.0,3.0,14.0,36.0,38.9,22.0,258.0,83.0,32.2,169.0,79.0,10.0,69.0,34.0,1.0,35.0,11.0,55.0,229.0,3.0
Haitam Aleesami,0.1,Amiens,28,21.3,1.0,2.0,1.0,50.0,0.09,0.05,0.5,1.0,14.7,0.0,0.0,0.0,0.2,0.2,0.08,0.8,0.8,910.0,1170.0,77.8,15007.0,6450.0,461.0,514.0,89.7,365.0,478.0,76.4,70.0,143.0,49.0,1.0,1.3,-0.3,13.0,66.0,12.0,6.0,98.0,27.0,1.27,23.0,3.0,0.0,0.0,0.0,1.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0,44.0,28.0,24.0,17.0,3.0,20.0,50.0,40.0,30.0,374.0,105.0,28.1,171.0,159.0,44.0,55.0,13.0,1.0,42.0,26.0,70.0,98.0,1.0
Alex Alegria,0.25,Mallorca,26,1.2,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,23.0,35.0,65.7,329.0,41.0,14.0,23.0,60.9,4.0,5.0,80.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,21.0,6.0,28.6,1.0,8.0,12.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
Carles Alena,0.25,Betis,21,8.2,1.0,12.0,4.0,33.3,1.47,0.49,0.08,0.25,20.7,0.0,0.0,0.0,1.1,1.1,0.1,-0.1,-0.1,333.0,389.0,85.6,6534.0,1240.0,126.0,145.0,86.9,145.0,162.0,89.5,57.0,66.0,86.4,0.0,0.2,-0.2,4.0,44.0,4.0,1.0,32.0,13.0,1.59,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,4.0,10.0,6.0,7.0,20.0,35.0,13.0,137.0,26.0,19.0,34.0,69.0,34.0,9.0,2.0,0.0,7.0,1.0,21.0,4.0,0.0
Carles Alena,0.2,Barcelona,21,1.9,0.0,1.0,1.0,100.0,0.52,0.52,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,143.0,156.0,91.7,2693.0,591.0,56.0,59.0,94.9,63.0,65.0,96.9,21.0,26.0,80.8,0.0,0.0,0.0,0.0,18.0,1.0,0.0,13.0,2.0,1.05,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,20.0,4.0,38.0,6.0,15.8,10.0,21.0,7.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
Trent Alexander Arnold,0.1,Liverpool,20,35.3,4.0,44.0,13.0,29.5,1.25,0.37,0.09,0.31,22.6,12.0,0.0,0.0,2.8,2.8,0.06,1.2,1.2,2254.0,3147.0,71.6,49838.0,19993.0,761.0,850.0,89.5,1014.0,1275.0,79.5,446.0,902.0,49.4,13.0,9.9,3.1,85.0,200.0,90.0,30.0,274.0,151.0,4.28,91.0,50.0,3.0,5.0,1.0,1.0,23.0,0.65,14.0,7.0,0.0,2.0,0.0,0.0,58.0,25.0,38.0,14.0,6.0,34.0,85.0,40.0,51.0,409.0,131.0,32.0,193.0,123.0,93.0,53.0,9.0,0.0,44.0,34.0,92.0,98.0,2.0
Rachid Alioui,0.3,Angers,27,17.4,6.0,58.0,21.0,36.2,3.34,1.21,0.1,0.29,20.9,11.0,0.0,0.0,5.3,5.3,0.09,0.7,0.7,342.0,467.0,73.2,5013.0,717.0,204.0,264.0,77.3,106.0,141.0,75.2,19.0,30.0,63.3,1.0,1.4,-0.4,18.0,22.0,9.0,1.0,24.0,39.0,2.25,30.0,0.0,4.0,3.0,2.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,2.0,8.0,3.0,4.0,13.0,30.8,9.0,373.0,84.0,22.5,10.0,213.0,150.0,4.0,0.0,0.0,4.0,4.0,17.0,10.0,0.0
Allan,0.2,Napoli,28,14.2,2.0,12.0,7.0,58.3,0.84,0.49,0.17,0.29,20.0,0.0,0.0,0.0,0.7,0.7,0.06,1.3,1.3,718.0,829.0,86.6,13383.0,3236.0,307.0,337.0,91.1,313.0,340.0,92.1,82.0,116.0,70.7,1.0,1.1,-0.1,16.0,76.0,9.0,1.0,58.0,41.0,2.88,36.0,0.0,4.0,0.0,0.0,1.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,55.0,36.0,21.0,25.0,9.0,17.0,50.0,34.0,33.0,411.0,105.0,25.5,121.0,218.0,72.0,26.0,3.0,0.0,23.0,5.0,60.0,16.0,0.0
Dele Alli,0.25,Tottenham,23,20.5,8.0,39.0,18.0,46.2,1.9,0.88,0.18,0.39,14.3,0.0,1.0,1.0,7.1,6.3,0.16,0.9,0.7,621.0,805.0,77.1,10289.0,2384.0,314.0,375.0,83.7,241.0,283.0,85.2,51.0,88.0,58.0,4.0,2.0,2.0,22.0,41.0,24.0,0.0,65.0,54.0,2.63,39.0,1.0,9.0,2.0,2.0,1.0,12.0,0.58,5.0,0.0,5.0,2.0,0.0,0.0,41.0,29.0,10.0,24.0,7.0,8.0,32.0,25.0,24.0,479.0,135.0,28.2,108.0,234.0,137.0,53.0,7.0,0.0,46.0,7.0,48.0,17.0,0.0
Miguel Almiron,0.25,Newcastle Utd,25,33.6,4.0,55.0,17.0,30.9,1.64,0.51,0.07,0.24,15.7,0.0,0.0,0.0,6.3,6.3,0.12,-2.3,-2.3,682.0,894.0,76.3,10799.0,2574.0,368.0,426.0,86.4,242.0,306.0,79.1,50.0,98.0,51.0,2.0,1.6,0.4,27.0,40.0,24.0,4.0,66.0,80.0,2.38,58.0,0.0,7.0,5.0,7.0,3.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,62.0,36.0,34.0,17.0,11.0,13.0,46.0,28.3,33.0,732.0,175.0,23.9,238.0,277.0,217.0,44.0,1.0,0.0,43.0,20.0,82.0,16.0,0.0
Marcos Alonso,0.1,Chelsea,28,15.9,4.0,30.0,8.0,26.7,1.89,0.5,0.13,0.5,16.9,1.0,0.0,0.0,2.0,2.0,0.07,2.0,2.0,916.0,1108.0,82.7,16220.0,4972.0,394.0,442.0,89.1,426.0,495.0,86.1,84.0,133.0,63.2,2.0,2.2,-0.2,26.0,35.0,29.0,14.0,70.0,47.0,2.96,36.0,5.0,1.0,2.0,3.0,0.0,6.0,0.38,4.0,0.0,0.0,0.0,2.0,0.0,27.0,19.0,17.0,6.0,4.0,5.0,28.0,17.9,23.0,215.0,88.0,40.9,89.0,84.0,42.0,30.0,1.0,0.0,29.0,14.0,41.0,48.0,0.0
Mickael Alphonse,0.1,Dijon,30,15.3,0.0,8.0,0.0,0.0,0.52,0.0,0.0,0,23.0,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,500.0,716.0,69.8,9896.0,3680.0,191.0,224.0,85.3,223.0,289.0,77.2,82.0,177.0,46.3,1.0,0.3,0.7,9.0,31.0,12.0,5.0,53.0,17.0,1.11,12.0,4.0,0.0,0.0,1.0,0.0,3.0,0.2,2.0,1.0,0.0,0.0,0.0,0.0,43.0,19.0,30.0,10.0,3.0,16.0,34.0,47.1,18.0,221.0,59.0,26.7,122.0,81.0,18.0,38.0,5.0,0.0,33.0,13.0,56.0,82.0,0.0
Sergio Alvarez,0.15,Eibar,27,12.7,0.0,4.0,0.0,0.0,0.31,0.0,0.0,0,19.8,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,322.0,427.0,75.4,6679.0,1719.0,111.0,132.0,84.1,148.0,185.0,80.0,60.0,101.0,59.4,0.0,0.2,-0.2,7.0,45.0,2.0,1.0,32.0,12.0,0.94,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,20.0,14.0,22.0,1.0,9.0,34.0,26.5,25.0,265.0,80.0,30.2,84.0,150.0,31.0,25.0,3.0,0.0,22.0,9.0,46.0,58.0,0.0
Yeray Alvarez,0.1,Athletic Club,24,31.2,0.0,12.0,2.0,16.7,0.38,0.06,0.0,0.0,13.9,0.0,0.0,0.0,1.2,1.2,0.1,-1.2,-1.2,1149.0,1403.0,81.9,26108.0,8437.0,283.0,319.0,88.7,595.0,652.0,91.3,260.0,408.0,63.7,0.0,0.5,-0.5,3.0,72.0,8.0,3.0,84.0,19.0,0.61,17.0,0.0,0.0,0.0,1.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,39.0,25.0,27.0,11.0,1.0,13.0,31.0,41.9,18.0,222.0,79.0,35.6,145.0,64.0,13.0,58.0,23.0,2.0,35.0,34.0,73.0,264.0,2.0
Bruno Alves,0.1,Parma,37,29.7,0.0,23.0,1.0,4.3,0.77,0.03,0.0,0.0,20.0,10.0,0.0,0.0,1.0,1.0,0.04,-1.0,-1.0,1096.0,1312.0,83.5,30909.0,10181.0,130.0,156.0,83.3,556.0,621.0,89.5,403.0,518.0,77.8,0.0,0.5,-0.5,7.0,73.0,5.0,1.0,76.0,15.0,0.51,11.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,11.0,17.0,6.0,0.0,9.0,14.0,64.3,5.0,172.0,49.0,28.5,133.0,32.0,7.0,40.0,26.0,1.0,14.0,15.0,38.0,189.0,3.0
Steven Alzate,0.15,Brighton,20,13.2,0.0,13.0,3.0,23.1,0.98,0.23,0.0,0.0,16.8,0.0,0.0,0.0,1.2,1.2,0.09,-1.2,-1.2,564.0,664.0,84.9,8968.0,2602.0,292.0,326.0,89.6,233.0,268.0,86.9,28.0,42.0,66.7,0.0,0.7,-0.7,13.0,32.0,16.0,2.0,56.0,30.0,2.27,22.0,0.0,5.0,2.0,1.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0,28.0,23.0,23.0,3.0,2.0,10.0,22.0,45.5,12.0,235.0,77.0,32.8,99.0,94.0,42.0,26.0,3.0,0.0,23.0,10.0,38.0,14.0,0.0
Ibrahim Amadou,0.2,Leganes,26,8.6,0.0,4.0,0.0,0.0,0.47,0.0,0.0,0,14.0,0.0,0.0,0.0,0.4,0.4,0.09,-0.4,-0.4,231.0,292.0,79.1,3864.0,785.0,116.0,139.0,83.5,94.0,112.0,83.9,17.0,29.0,58.6,0.0,0.0,0.0,1.0,17.0,1.0,1.0,14.0,2.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,7.0,9.0,0.0,3.0,10.0,30.0,7.0,161.0,42.0,26.1,53.0,90.0,18.0,7.0,0.0,0.0,7.0,5.0,21.0,8.0,0.0
Ibrahim Amadou,0.15,Norwich City,26,8.4,0.0,6.0,1.0,16.7,0.71,0.12,0.0,0.0,16.5,0.0,0.0,0.0,1.0,1.0,0.16,-1.0,-1.0,310.0,361.0,85.9,6355.0,1786.0,94.0,109.0,86.2,169.0,182.0,92.9,45.0,64.0,70.3,0.0,0.0,0.0,1.0,14.0,1.0,0.0,11.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,12.0,8.0,1.0,3.0,11.0,27.3,8.0,107.0,26.0,24.3,64.0,40.0,3.0,8.0,6.0,0.0,2.0,11.0,32.0,58.0,1.0
Romain Amalfitano,0.2,Dijon,29,18.8,1.0,11.0,2.0,18.2,0.58,0.11,0.09,0.5,25.1,0.0,0.0,0.0,0.3,0.3,0.03,0.7,0.7,700.0,892.0,78.5,14195.0,4187.0,262.0,301.0,87.0,301.0,360.0,83.6,125.0,199.0,62.8,1.0,0.8,0.2,8.0,80.0,12.0,0.0,90.0,27.0,1.43,18.0,0.0,3.0,2.0,3.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,43.0,22.0,20.0,20.0,3.0,14.0,57.0,24.6,43.0,438.0,123.0,28.1,155.0,243.0,40.0,25.0,8.0,0.0,17.0,17.0,60.0,22.0,1.0
Amath,0.2,Getafe,23,0.7,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,17.0,70.6,201.0,65.0,7.0,8.0,87.5,4.0,4.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,36.0,10.0,27.8,8.0,16.0,12.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0
