Player,Pos,Squad,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err
Oscar Rodriguez Arnaiz,0.25,Leganes,21,21.3,9.0,58.0,27.0,46.6,2.73,1.27,0.12,0.26,26.0,14.0,2.0,2.0,4.6,3.1,0.05,4.4,3.9,548.0,804.0,68.2,9893.0,2754.0,280.0,338.0,82.8,170.0,233.0,73.0,79.0,181.0,43.6,2.0,2.9,-0.9,28.0,51.0,21.0,8.0,56.0,69.0,3.24,44.0,9.0,7.0,2.0,6.0,1.0,5.0,0.24,3.0,0.0,0.0,1.0,1.0,0.0,20.0,10.0,8.0,7.0,5.0,11.0,45.0,24.4,34.0,356.0,76.0,21.3,76.0,174.0,106.0,35.0,0.0,0.0,35.0,10.0,30.0,17.0,0.0
Dani Rodriguez,0.25,Mallorca,31,33.8,5.0,52.0,11.0,21.2,1.54,0.33,0.08,0.36,20.1,1.0,1.0,1.0,4.5,3.8,0.07,0.5,0.2,945.0,1161.0,81.4,17013.0,4376.0,437.0,491.0,89.0,345.0,400.0,86.3,123.0,198.0,62.1,2.0,2.2,-0.2,37.0,96.0,25.0,6.0,93.0,78.0,2.31,53.0,9.0,4.0,3.0,9.0,0.0,9.0,0.27,3.0,0.0,0.0,2.0,4.0,0.0,64.0,36.0,25.0,27.0,12.0,14.0,54.0,25.9,40.0,762.0,199.0,26.1,189.0,389.0,184.0,51.0,4.0,0.0,47.0,18.0,82.0,34.0,0.0
Guido Rodriguez,0.2,Betis,25,10.4,1.0,12.0,3.0,25.0,1.15,0.29,0.08,0.33,19.7,0.0,0.0,0.0,1.0,1.0,0.08,0.0,0.0,443.0,515.0,86.0,8802.0,2061.0,192.0,222.0,86.5,168.0,182.0,92.3,78.0,96.0,81.3,0.0,0.0,0.0,2.0,38.0,5.0,1.0,33.0,9.0,0.87,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,30.0,21.0,13.0,14.0,3.0,12.0,30.0,40.0,18.0,182.0,57.0,31.3,72.0,90.0,20.0,11.0,4.0,0.0,7.0,6.0,36.0,25.0,0.0
James Rodriguez,0.2,Real Madrid,28,4.7,1.0,9.0,1.0,11.1,1.93,0.21,0.11,1.0,17.1,1.0,0.0,0.0,0.9,0.9,0.1,0.1,0.1,239.0,305.0,78.4,4540.0,1136.0,112.0,129.0,86.8,79.0,86.0,91.9,38.0,72.0,52.8,1.0,1.8,-0.8,13.0,29.0,11.0,0.0,26.0,24.0,5.16,18.0,4.0,0.0,0.0,2.0,0.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,6.0,8.0,3.0,3.0,8.0,37.5,5.0,77.0,27.0,35.1,20.0,38.0,19.0,5.0,0.0,0.0,5.0,4.0,21.0,1.0,0.0
Jay Rodriguez,0.3,Burnley,30,22.4,8.0,66.0,26.0,39.4,2.95,1.16,0.11,0.27,17.1,0.0,1.0,1.0,7.9,7.2,0.11,0.1,-0.2,345.0,495.0,69.7,4564.0,881.0,238.0,302.0,78.8,66.0,104.0,63.5,18.0,39.0,46.2,1.0,0.9,0.1,7.0,20.0,6.0,0.0,27.0,31.0,1.38,21.0,0.0,3.0,4.0,3.0,0.0,5.0,0.22,4.0,0.0,0.0,1.0,0.0,0.0,33.0,17.0,7.0,16.0,10.0,6.0,36.0,16.7,30.0,573.0,150.0,26.2,77.0,243.0,253.0,43.0,11.0,0.0,32.0,4.0,37.0,7.0,0.0
Mario Rodriguez,0.3,Granada,22,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo Rodriguez,0.1,Milan,26,4.3,0.0,1.0,0.0,0.0,0.23,0.0,0.0,0,29.7,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,242.0,285.0,84.9,5284.0,1486.0,99.0,103.0,96.1,85.0,97.0,87.6,56.0,78.0,71.8,0.0,0.1,-0.1,2.0,13.0,6.0,4.0,14.0,5.0,1.17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,1.0,3.0,2.0,6.0,33.3,4.0,51.0,15.0,29.4,27.0,18.0,6.0,10.0,4.0,0.0,6.0,5.0,13.0,11.0,0.0
Rodrygo,0.3,Real Madrid,18,11.3,2.0,16.0,8.0,50.0,1.41,0.71,0.13,0.25,11.5,0.0,0.0,0.0,2.6,2.6,0.16,-0.6,-0.6,430.0,511.0,84.1,5826.0,1718.0,290.0,309.0,93.9,114.0,146.0,78.1,17.0,31.0,54.8,0.0,1.0,-1.0,15.0,21.0,22.0,8.0,45.0,31.0,2.74,27.0,1.0,1.0,0.0,2.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,4.0,0.0,2.0,20.0,10.0,18.0,182.0,43.0,23.6,33.0,91.0,58.0,17.0,2.0,0.0,15.0,8.0,13.0,5.0,0.0
Jack Rodwell,0.2,Sheffield Utd,28,0.2,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,2.0,100.0,40.0,4.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Marko Rog,0.2,Cagliari,24,25.7,1.0,30.0,8.0,26.7,1.17,0.31,0.03,0.13,23.8,1.0,0.0,0.0,2.0,2.0,0.07,-1.0,-1.0,1007.0,1178.0,85.5,17421.0,4198.0,482.0,523.0,92.2,414.0,466.0,88.8,93.0,137.0,67.9,1.0,1.7,-0.7,28.0,88.0,10.0,3.0,90.0,69.0,2.68,45.0,6.0,6.0,5.0,6.0,1.0,7.0,0.27,5.0,0.0,0.0,2.0,0.0,0.0,86.0,62.0,41.0,35.0,10.0,21.0,81.0,25.9,60.0,633.0,186.0,29.4,246.0,290.0,97.0,54.0,15.0,0.0,39.0,29.0,115.0,11.0,0.0
Agustin Rogel,0.1,Toulouse,21,9.5,0.0,3.0,0.0,0.0,0.31,0.0,0.0,0,5.7,0.0,0.0,0.0,0.3,0.3,0.11,-0.3,-0.3,295.0,338.0,87.3,5956.0,1981.0,90.0,97.0,92.8,162.0,169.0,95.9,38.0,64.0,59.4,0.0,0.1,-0.1,2.0,13.0,0.0,0.0,14.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,7.0,4.0,0.0,4.0,11.0,36.4,7.0,80.0,22.0,27.5,57.0,21.0,2.0,21.0,9.0,0.0,12.0,1.0,12.0,50.0,1.0
Rogerio,0.1,Sassuolo,21,11.3,1.0,11.0,4.0,36.4,0.98,0.35,0.09,0.25,20.9,1.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6,596.0,706.0,84.4,10274.0,3378.0,288.0,318.0,90.6,249.0,273.0,91.2,53.0,91.0,58.2,1.0,1.2,-0.2,13.0,48.0,15.0,9.0,39.0,29.0,2.57,20.0,2.0,0.0,3.0,2.0,2.0,3.0,0.27,2.0,0.0,0.0,1.0,0.0,0.0,25.0,12.0,13.0,7.0,5.0,9.0,19.0,47.4,10.0,122.0,38.0,31.1,54.0,44.0,24.0,28.0,4.0,0.0,24.0,2.0,27.0,25.0,0.0
Marcos Rojo,0.1,Manchester Utd,29,1.4,0.0,1.0,0.0,0.0,0.74,0.0,0.0,0,5.1,0.0,0.0,0.0,0.1,0.1,0.11,-0.1,-0.1,37.0,55.0,67.3,747.0,323.0,11.0,12.0,91.7,20.0,25.0,80.0,6.0,17.0,35.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,16.0,4.0,25.0,6.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,9.0,0.0
Filippo Romagna,0.1,Sassuolo,22,16.4,0.0,2.0,1.0,50.0,0.12,0.06,0.0,0.0,10.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,971.0,1026.0,94.6,18301.0,4855.0,353.0,363.0,97.2,525.0,545.0,96.3,85.0,107.0,79.4,0.0,0.2,-0.2,3.0,35.0,0.0,0.0,27.0,12.0,0.73,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,9.0,5.0,0.0,2.0,4.0,50.0,2.0,100.0,32.0,32.0,65.0,34.0,1.0,34.0,19.0,0.0,15.0,5.0,19.0,84.0,0.0
Alessio Romagnoli,0.1,Milan,24,34.3,1.0,14.0,3.0,21.4,0.41,0.09,0.07,0.33,8.9,0.0,0.0,0.0,1.5,1.5,0.11,-0.5,-0.5,1806.0,1964.0,92.0,37986.0,12315.0,509.0,533.0,95.5,996.0,1032.0,96.5,277.0,363.0,76.3,0.0,0.6,-0.6,11.0,118.0,5.0,0.0,114.0,30.0,0.87,24.0,1.0,1.0,2.0,2.0,0.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,36.0,25.0,24.0,11.0,1.0,9.0,27.0,33.3,18.0,301.0,102.0,33.9,161.0,122.0,18.0,54.0,18.0,0.0,36.0,39.0,75.0,176.0,0.0
Alaixys Romao,0.2,Reims,35,19.8,0.0,12.0,2.0,16.7,0.61,0.1,0.0,0.0,17.2,0.0,0.0,0.0,0.8,0.8,0.07,-0.8,-0.8,818.0,979.0,83.6,16883.0,3720.0,254.0,296.0,85.8,423.0,482.0,87.8,129.0,172.0,75.0,0.0,1.0,-1.0,13.0,74.0,13.0,1.0,83.0,36.0,1.82,33.0,0.0,0.0,0.0,3.0,0.0,2.0,0.1,1.0,0.0,0.0,0.0,1.0,0.0,59.0,36.0,29.0,29.0,1.0,21.0,67.0,31.3,46.0,375.0,125.0,33.3,137.0,201.0,37.0,22.0,5.0,0.0,17.0,18.0,77.0,60.0,2.0
Cristian Romero,0.1,Genoa,21,28.6,1.0,14.0,3.0,21.4,0.49,0.1,0.0,0.0,10.7,0.0,1.0,1.0,2.3,1.5,0.11,-1.3,-0.5,1350.0,1535.0,87.9,28659.0,9009.0,381.0,413.0,92.3,734.0,787.0,93.3,222.0,307.0,72.3,1.0,0.5,0.5,8.0,45.0,4.0,1.0,60.0,23.0,0.8,16.0,0.0,2.0,1.0,3.0,1.0,4.0,0.14,2.0,0.0,0.0,1.0,1.0,0.0,61.0,37.0,46.0,12.0,3.0,19.0,54.0,35.2,35.0,474.0,155.0,32.7,293.0,163.0,18.0,73.0,34.0,0.0,39.0,56.0,117.0,143.0,2.0
Luka Romero,0.2,Mallorca,14,0.1,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,100.0,24.0,0.0,0.0,0.0,0,1.0,1.0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oriol Romeu,0.2,Southampton,27,20.7,0.0,9.0,0.0,0.0,0.44,0.0,0.0,0,20.6,0.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3,866.0,1038.0,83.4,16429.0,4009.0,334.0,380.0,87.9,415.0,471.0,88.1,103.0,161.0,64.0,0.0,1.3,-1.3,17.0,83.0,16.0,3.0,88.0,33.0,1.6,27.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,39.0,22.0,28.0,6.0,29.0,83.0,34.9,54.0,441.0,141.0,32.0,170.0,221.0,50.0,58.0,15.0,0.0,43.0,21.0,77.0,56.0,0.0
Romulo,0.1,Genoa,32,0.2,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,8.0,62.5,107.0,21.0,2.0,3.0,66.7,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Romulo,0.2,Brescia,32,19.1,1.0,17.0,7.0,41.2,0.89,0.37,0.06,0.14,15.1,0.0,0.0,0.0,2.1,2.1,0.13,-1.1,-1.1,438.0,548.0,79.9,6328.0,1502.0,267.0,304.0,87.8,118.0,143.0,82.5,28.0,55.0,50.9,3.0,1.0,2.0,17.0,33.0,8.0,1.0,36.0,38.0,1.98,31.0,4.0,0.0,2.0,1.0,0.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,12.0,14.0,6.0,10.0,44.0,22.7,34.0,344.0,68.0,19.8,104.0,154.0,86.0,24.0,1.0,0.0,23.0,7.0,39.0,8.0,0.0
Cristiano Ronaldo,0.3,Juventus,34,32.4,31.0,196.0,67.0,34.2,6.05,2.07,0.1,0.28,18.8,18.0,12.0,13.0,26.7,16.8,0.09,4.3,2.2,1086.0,1289.0,84.3,15558.0,3004.0,665.0,748.0,88.9,311.0,349.0,89.1,64.0,88.0,72.7,5.0,5.1,-0.1,50.0,64.0,36.0,5.0,82.0,143.0,4.41,88.0,2.0,17.0,27.0,9.0,0.0,19.0,0.59,10.0,0.0,3.0,4.0,2.0,0.0,16.0,10.0,4.0,6.0,6.0,4.0,20.0,20.0,16.0,248.0,55.0,22.2,20.0,92.0,136.0,16.0,6.0,0.0,10.0,6.0,22.0,23.0,0.0
Facundo Roncaglia,0.1,Osasuna,32,14.2,1.0,3.0,2.0,66.7,0.21,0.14,0.33,0.5,26.7,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,452.0,585.0,77.3,10262.0,4310.0,133.0,151.0,88.1,216.0,265.0,81.5,99.0,156.0,63.5,0.0,0.2,-0.2,3.0,31.0,5.0,0.0,50.0,10.0,0.7,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,18.0,15.0,12.0,2.0,10.0,22.0,45.5,12.0,149.0,53.0,35.6,80.0,56.0,13.0,30.0,5.0,0.0,25.0,19.0,48.0,66.0,1.0
Valentin Rongier,0.2,Nantes,24,3.0,0.0,4.0,1.0,25.0,1.33,0.33,0.0,0.0,16.8,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,154.0,179.0,86.0,2828.0,670.0,71.0,76.0,93.4,58.0,69.0,84.1,22.0,30.0,73.3,1.0,0.5,0.5,9.0,17.0,3.0,1.0,15.0,14.0,4.67,9.0,1.0,1.0,0.0,1.0,2.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,50.0,2.0,81.0,21.0,25.9,8.0,40.0,33.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0
Valentin Rongier,0.2,Marseille,24,19.9,0.0,36.0,8.0,22.2,1.81,0.4,0.0,0.0,22.4,0.0,0.0,1.0,2.4,1.6,0.05,-2.4,-1.6,1097.0,1264.0,86.8,19507.0,3822.0,493.0,551.0,89.5,455.0,502.0,90.6,118.0,154.0,76.6,2.0,1.4,0.6,23.0,115.0,7.0,0.0,88.0,52.0,2.61,40.0,0.0,1.0,5.0,2.0,4.0,3.0,0.15,2.0,0.0,0.0,0.0,0.0,1.0,76.0,51.0,30.0,41.0,5.0,22.0,71.0,31.0,49.0,614.0,160.0,26.1,130.0,348.0,136.0,41.0,5.0,0.0,36.0,22.0,98.0,17.0,0.0
Marten de Roon,0.2,Atalanta,28,30.2,2.0,31.0,6.0,19.4,1.03,0.2,0.06,0.33,22.4,0.0,0.0,0.0,1.7,1.7,0.06,0.3,0.3,1758.0,2021.0,87.0,32673.0,9743.0,741.0,812.0,91.3,802.0,876.0,91.6,199.0,287.0,69.3,5.0,2.1,2.9,30.0,175.0,24.0,5.0,173.0,64.0,2.12,58.0,1.0,0.0,1.0,1.0,3.0,10.0,0.33,10.0,0.0,0.0,0.0,0.0,0.0,75.0,49.0,28.0,33.0,14.0,36.0,97.0,37.1,61.0,653.0,201.0,30.8,188.0,355.0,110.0,52.0,8.0,0.0,44.0,28.0,103.0,59.0,1.0
Roberto Rosales,0.1,Leganes,30,20.8,0.0,9.0,1.0,11.1,0.43,0.05,0.0,0.0,24.7,4.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4,634.0,920.0,68.9,11645.0,5208.0,292.0,339.0,86.1,247.0,321.0,76.9,82.0,211.0,38.9,1.0,2.1,-1.1,23.0,40.0,17.0,9.0,61.0,44.0,2.12,29.0,12.0,1.0,2.0,0.0,0.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0,39.0,23.0,23.0,14.0,2.0,22.0,45.0,48.9,23.0,236.0,72.0,30.5,91.0,96.0,49.0,38.0,3.0,0.0,35.0,10.0,49.0,58.0,0.0
Danny Rose,0.1,Newcastle Utd,29,9.6,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,325.0,419.0,77.6,5608.0,2139.0,152.0,162.0,93.8,143.0,175.0,81.7,24.0,63.0,38.1,0.0,0.2,-0.2,3.0,22.0,4.0,1.0,24.0,7.0,0.73,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,26.0,15.0,15.0,10.0,1.0,9.0,20.0,45.0,11.0,92.0,29.0,31.5,57.0,30.0,5.0,11.0,1.0,0.0,10.0,8.0,34.0,21.0,0.0
Danny Rose,0.1,Tottenham,29,9.9,0.0,2.0,0.0,0.0,0.2,0.0,0.0,0,18.7,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2,435.0,572.0,76.0,7666.0,3188.0,188.0,216.0,87.0,209.0,262.0,79.8,33.0,73.0,45.2,0.0,0.7,-0.7,10.0,34.0,12.0,4.0,52.0,16.0,1.61,11.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,5.0,8.0,3.0,7.0,17.0,41.2,10.0,103.0,34.0,33.0,49.0,34.0,20.0,23.0,7.0,0.0,16.0,6.0,22.0,34.0,0.0
Luca Rossettini,0.1,Lecce,34,25.1,0.0,4.0,0.0,0.0,0.16,0.0,0.0,0,11.4,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,889.0,1029.0,86.4,21403.0,6194.0,176.0,194.0,90.7,482.0,519.0,92.9,222.0,306.0,72.5,2.0,0.9,1.1,4.0,33.0,2.0,0.0,29.0,8.0,0.32,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,18.0,6.0,0.0,10.0,30.0,33.3,20.0,180.0,55.0,30.6,135.0,37.0,8.0,49.0,22.0,0.0,27.0,18.0,42.0,166.0,1.0
Jerome Roussillon,0.1,Wolfsburg,26,26.3,1.0,19.0,4.0,21.1,0.72,0.15,0.05,0.25,24.1,0.0,0.0,0.0,0.9,0.9,0.04,0.1,0.1,786.0,1087.0,72.3,14112.0,5986.0,341.0,402.0,84.8,356.0,459.0,77.6,79.0,173.0,45.7,1.0,2.5,-1.5,25.0,49.0,19.0,10.0,87.0,48.0,1.83,38.0,0.0,7.0,0.0,2.0,1.0,5.0,0.19,4.0,0.0,1.0,0.0,0.0,0.0,42.0,27.0,21.0,17.0,4.0,16.0,36.0,44.4,20.0,366.0,132.0,36.1,152.0,158.0,56.0,66.0,4.0,0.0,62.0,15.0,57.0,65.0,0.0
Nolan Roux,0.3,Nimes,31,6.5,2.0,18.0,8.0,44.4,2.77,1.23,0.11,0.25,15.1,0.0,0.0,0.0,1.5,1.5,0.09,0.5,0.5,97.0,137.0,70.8,1374.0,164.0,52.0,69.0,75.4,35.0,45.0,77.8,2.0,6.0,33.3,0.0,0.6,-0.6,7.0,4.0,1.0,1.0,3.0,16.0,2.47,13.0,0.0,0.0,2.0,0.0,1.0,2.0,0.31,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,16.7,5.0,133.0,37.0,27.8,10.0,54.0,69.0,7.0,0.0,0.0,7.0,4.0,8.0,6.0,0.0
Nicolo Rovella,0.2,Genoa,17,1.2,0.0,1.0,0.0,0.0,0.86,0.0,0.0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,58.0,68.0,85.3,1186.0,192.0,23.0,23.0,100.0,22.0,28.0,78.6,12.0,14.0,85.7,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,24.0,5.0,20.8,5.0,17.0,2.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0
Amir Rrahmani,0.1,Hellas Verona,25,35.9,0.0,43.0,12.0,27.9,1.2,0.33,0.0,0.0,12.2,0.0,0.0,0.0,3.0,3.0,0.07,-3.0,-3.0,1221.0,1516.0,80.5,24671.0,8025.0,414.0,464.0,89.2,617.0,707.0,87.3,180.0,308.0,58.4,1.0,0.8,0.2,13.0,98.0,5.0,0.0,90.0,30.0,0.84,23.0,0.0,4.0,3.0,0.0,0.0,3.0,0.08,1.0,0.0,1.0,1.0,0.0,0.0,63.0,39.0,35.0,23.0,5.0,27.0,53.0,50.9,26.0,483.0,139.0,28.8,271.0,170.0,42.0,76.0,37.0,1.0,39.0,25.0,88.0,201.0,2.0
Waldo Rubio,0.25,Valladolid,23,9.8,0.0,17.0,4.0,23.5,1.74,0.41,0.0,0.0,24.3,0.0,0.0,0.0,0.6,0.6,0.04,-0.6,-0.6,188.0,299.0,62.9,3410.0,1044.0,98.0,122.0,80.3,61.0,89.0,68.5,27.0,62.0,43.5,2.0,1.0,1.0,15.0,18.0,8.0,5.0,16.0,35.0,3.59,22.0,0.0,7.0,2.0,2.0,2.0,3.0,0.31,1.0,0.0,0.0,2.0,0.0,0.0,15.0,9.0,9.0,3.0,3.0,7.0,30.0,23.3,23.0,171.0,40.0,23.4,62.0,72.0,37.0,12.0,1.0,0.0,11.0,9.0,24.0,12.0,0.0
Antonio Rudiger,0.1,Chelsea,26,19.0,2.0,11.0,3.0,27.3,0.58,0.16,0.18,0.67,13.9,0.0,0.0,0.0,0.6,0.6,0.05,1.4,1.4,1272.0,1449.0,87.8,30337.0,8324.0,257.0,284.0,90.5,717.0,753.0,95.2,291.0,396.0,73.5,0.0,0.3,-0.3,4.0,119.0,6.0,2.0,69.0,9.0,0.47,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,24.0,28.0,13.0,2.0,13.0,21.0,61.9,8.0,166.0,64.0,38.6,99.0,64.0,3.0,27.0,8.0,0.0,19.0,3.0,46.0,108.0,2.0
Sebastian Rudy,0.15,Hoffenheim,29,30.4,1.0,25.0,9.0,36.0,0.82,0.3,0.04,0.11,25.7,0.0,0.0,0.0,1.3,1.3,0.05,-0.3,-0.3,1220.0,1533.0,79.6,22920.0,7251.0,511.0,592.0,86.3,528.0,624.0,84.6,159.0,255.0,62.4,3.0,4.6,-1.6,53.0,108.0,31.0,8.0,147.0,90.0,2.96,62.0,16.0,1.0,3.0,6.0,2.0,9.0,0.3,7.0,1.0,0.0,0.0,0.0,1.0,76.0,53.0,39.0,24.0,13.0,27.0,65.0,41.5,38.0,459.0,134.0,29.2,157.0,237.0,65.0,31.0,7.0,0.0,24.0,19.0,95.0,51.0,0.0
Dion Ruffo Luci,0.2,Bologna,18,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniele Rugani,0.1,Juventus,25,7.7,0.0,6.0,2.0,33.3,0.78,0.26,0.0,0.0,14.8,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3,395.0,436.0,90.6,7659.0,2677.0,116.0,121.0,95.9,231.0,253.0,91.3,39.0,50.0,78.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,19.0,3.0,0.39,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,5.0,3.0,0.0,4.0,5.0,80.0,1.0,52.0,14.0,26.9,21.0,31.0,0.0,12.0,6.0,0.0,6.0,4.0,12.0,44.0,0.0
Mario Rui,0.1,Napoli,28,21.8,0.0,32.0,10.0,31.3,1.46,0.46,0.0,0.0,26.6,2.0,0.0,0.0,1.2,1.2,0.04,-1.2,-1.2,1652.0,1994.0,82.8,28137.0,9723.0,825.0,886.0,93.1,662.0,758.0,87.3,138.0,268.0,51.5,2.0,3.3,-1.3,34.0,114.0,47.0,17.0,135.0,76.0,3.48,62.0,3.0,2.0,2.0,3.0,4.0,4.0,0.18,2.0,2.0,0.0,0.0,0.0,0.0,37.0,25.0,17.0,13.0,7.0,12.0,27.0,44.4,15.0,229.0,81.0,35.4,90.0,85.0,54.0,43.0,6.0,1.0,37.0,13.0,50.0,46.0,0.0
